"MM_YYYY","Physical.Juris.Name","K_people_sum","Persons_Injured_sum","Pedestrians_Killed_sum","Pedestrians_Injured_sum"
"06-2020","303. Town of Stanley",0,0,0,0
"06-2020","304. Town of Stephens City",0,3,0,0
"06-2020","305. Town of Stony Creek",0,5,0,0
"06-2020","306. Town of Strasburg",0,1,0,0
"06-2020","310. Town of Tappahannock",0,3,0,0
"06-2020","312. Town of Timberville",0,0,0,0
"06-2020","320. Town of Wakefield",0,1,0,0
"06-2020","321. Town of Warsaw",0,0,0,0
"06-2020","324. Town of Weber City",0,1,0,0
"06-2020","328. Town of Windsor",0,0,0,0
"06-2020","329. Town of Wise",0,4,0,0
"06-2020","330. Town of Woodstock",0,1,0,0
"06-2020","331. Town of Hurt",0,0,0,0
"06-2021","000. Arlington County",0,53,0,2
"06-2021","001. Accomack County",0,13,0,0
"06-2021","002. Albemarle County",0,122,0,1
"06-2021","003. Alleghany County",0,18,0,0
"06-2021","004. Amelia County",0,7,0,0
"06-2021","005. Amherst County",2,8,0,0
"06-2021","006. Appomattox County",0,10,0,0
"06-2021","007. Augusta County",1,43,0,0
"06-2021","008. Bath County",0,1,0,0
"06-2021","009. Bedford County",1,44,0,0
"06-2021","010. Bland County",0,4,0,0
"06-2021","011. Botetourt County",0,22,0,0
"06-2021","012. Brunswick County",0,8,0,0
"06-2021","013. Buchanan County",0,21,0,0
"06-2021","014. Buckingham County",0,7,0,0
"06-2021","015. Campbell County",1,19,0,0
"06-2021","016. Caroline County",0,26,0,0
"06-2021","017. Carroll County",0,19,0,0
"06-2021","018. Charles City County",0,0,0,0
"06-2021","019. Charlotte County",0,6,0,0
"06-2021","020. Chesterfield County",3,165,0,1
"06-2021","021. Clarke County",1,15,0,0
"06-2021","022. Craig County",0,1,0,0
"06-2021","023. Culpeper County",0,25,0,0
"06-2021","024. Cumberland County",0,2,0,0
"06-2021","025. Dickenson County",0,6,0,0
"06-2021","026. Dinwiddie County",0,19,0,0
"06-2021","028. Essex County",1,8,0,0
"06-2021","029. Fairfax County",4,413,2,14
"06-2021","030. Fauquier County",0,47,0,0
"06-2021","031. Floyd County",0,6,0,0
"06-2021","032. Fluvanna County",0,13,0,0
"06-2021","033. Franklin County",3,21,0,0
"06-2021","034. Frederick County",0,42,0,1
"06-2021","035. Giles County",0,3,0,0
"06-2021","036. Gloucester County",1,15,0,0
"06-2021","037. Goochland County",0,20,0,0
"06-2021","038. Grayson County",1,9,0,0
"06-2021","039. Greene County",0,9,0,0
"06-2021","040. Greensville County",0,5,0,0
"06-2021","041. Halifax County",0,12,0,0
"06-2021","042. Hanover County",2,57,0,0
"06-2021","043. Henrico County",1,202,0,3
"06-2021","044. Henry County",0,29,0,0
"06-2021","045. Highland County",0,3,0,0
"06-2021","046. Isle of Wight County",0,8,0,0
"06-2021","047. James City County",0,48,0,1
"06-2021","048. King George County",1,16,0,0
"06-2021","049. King & Queen County",0,5,0,0
"06-2021","050. King William County",0,6,0,0
"06-2021","051. Lancaster County",0,8,0,0
"06-2021","052. Lee County",0,7,0,1
"06-2021","053. Loudoun County",1,117,0,1
"06-2021","054. Louisa County",1,12,0,0
"06-2021","055. Lunenburg County",0,2,0,0
"06-2021","056. Madison County",0,3,0,0
"06-2021","057. Mathews County",0,5,0,0
"06-2021","058. Mecklenburg County",2,27,0,0
"06-2021","059. Middlesex County",1,3,0,0
"06-2021","060. Montgomery County",0,25,0,0
"06-2021","062. Nelson County",0,7,0,0
"06-2021","063. New Kent County",1,14,0,0
"06-2021","065. Northampton County",0,17,0,0
"06-2021","066. Northumberland County",0,6,0,0
"06-2021","067. Nottoway County",0,5,0,0
"06-2021","068. Orange County",0,28,0,0
"06-2021","069. Page County",0,9,0,0
"06-2021","070. Patrick County",0,4,0,0
"06-2021","071. Pittsylvania County",1,24,0,0
"06-2021","072. Powhatan County",1,10,0,0
"06-2021","073. Prince Edward County",1,25,0,0
"06-2021","074. Prince George County",0,42,0,0
"06-2021","076. Prince William County",0,283,0,5
"06-2021","077. Pulaski County",0,16,0,0
"06-2021","078. Rappahannock County",0,6,0,0
"06-2021","079. Richmond County",0,1,0,0
"06-2021","080. Roanoke County",0,43,0,0
"06-2021","081. Rockbridge County",0,43,0,1
"06-2021","082. Rockingham County",1,28,1,0
"06-2021","083. Russell County",1,15,0,0
"06-2021","084. Scott County",0,15,0,0
"06-2021","085. Shenandoah County",0,16,0,0
"06-2021","086. Smyth County",2,21,0,1
"06-2021","087. Southampton County",2,12,0,0
"06-2021","088. Spotsylvania County",0,49,0,0
"06-2021","089. Stafford County",0,64,0,0
"06-2021","090. Surry County",0,6,0,0
"06-2021","091. Sussex County",0,1,0,0
"06-2021","092. Tazewell County",0,13,0,0
"06-2021","093. Warren County",1,11,0,0
"06-2021","095. Washington County",0,21,0,0
"06-2021","096. Westmoreland County",0,10,0,0
"06-2021","097. Wise County",0,12,0,0
"06-2021","098. Wythe County",0,9,0,0
"06-2021","099. York County",1,42,0,0
"06-2021","100. City of Alexandria",0,49,0,7
"06-2021","101. Town of Big Stone Gap",0,1,0,0
"06-2021","102. City of Bristol",0,15,0,0
"06-2021","104. City of Charlottesville",0,21,0,0
"06-2021","105. Town of Clifton Forge",0,0,0,0
"06-2021","106. City of Colonial Heights",0,13,0,0
"06-2021","107. City of Covington",0,3,0,0
"06-2021","108. City of Danville",1,62,0,1
"06-2021","109. City of Emporia",0,9,0,0
"06-2021","110. City of Falls Church",0,16,0,0
"06-2021","111. City of Fredericksburg",0,60,0,2
"06-2021","112. Town of Front Royal",0,6,0,0
"06-2021","113. City of Galax",0,0,0,0
"06-2021","114. City of Hampton",2,389,1,4
"06-2021","115. City of Harrisonburg",0,23,0,0
"06-2021","116. City of Hopewell",0,68,0,0
"06-2021","117. City of Lexington",0,2,0,0
"06-2021","118. City of Lynchburg",1,46,0,2
"06-2021","119. Town of Marion",0,3,0,0
"06-2021","120. City of Martinsville",0,3,0,0
"06-2021","121. City of Newport News",1,184,1,4
"06-2021","122. City of Norfolk",2,243,0,4
"06-2021","123. City of Petersburg",2,55,0,2
"06-2021","124. City of Portsmouth",1,133,1,1
"06-2021","125. Town of Pulaski",0,3,0,0
"06-2021","126. City of Radford",0,9,0,0
"06-2021","127. City of Richmond",1,256,0,8
"06-2021","128. City of Roanoke",1,56,0,4
"06-2021","129. City of Salem",0,35,0,0
"06-2021","130. Town of South Boston",0,2,0,0
"06-2021","131. City of Chesapeake",5,149,1,1
"06-2021","132. City of Staunton",0,30,0,1
"06-2021","133. City of Suffolk",0,99,0,0
"06-2021","134. City of Virginia Beach",3,288,0,4
"06-2021","136. City of Waynesboro",0,12,0,0
"06-2021","137. City of Williamsburg",0,11,0,0
"06-2021","138. City of Winchester",0,16,0,0
"06-2021","139. Town of Wytheville",0,0,0,0
"06-2021","140. Town of Abingdon",0,8,0,0
"06-2021","141. Town of Bedford",0,4,0,0
"06-2021","142. Town of Blackstone",0,1,0,0
"06-2021","143. Town of Bluefield",0,0,0,0
"06-2021","144. Town of Farmville",0,0,0,0
"06-2021","145. City of Franklin",0,0,0,0
"06-2021","146. City of Norton",0,2,0,0
"06-2021","147. City of Poquoson",0,15,0,0
"06-2021","148. Town of Richlands",2,3,0,0
"06-2021","149. Town of Vinton",0,1,0,0
"06-2021","150. Town of Blacksburg",0,4,0,0
"06-2021","151. City of Fairfax",0,6,0,0
"06-2021","152. City of Manassas Park",0,6,0,0
"06-2021","153. Town of Vienna",0,2,0,1
"06-2021","154. Town of Christiansburg",0,17,0,0
"06-2021","155. City of Manassas",0,2,0,0
"06-2021","156. Town of Warrenton",1,13,0,0
"06-2021","157. Town of Rocky Mount",0,11,0,0
"06-2021","158. Town of Tazewell",0,1,0,0
"06-2021","159. Town of Luray",0,5,0,0
"06-2021","160. Town of Accomac",0,4,0,0
"06-2021","161. Town of Alberta",0,0,0,0
"06-2021","162. Town of Altavista",0,1,0,0
"06-2021","163. Town of Amherst",0,2,0,0
"06-2021","165. Town of Appomattox",0,1,0,0
"06-2021","166. Town of Ashland",1,15,0,0
"06-2021","167. Town of Belle Haven",0,0,0,0
"06-2021","168. Town of Berryville",0,1,0,0
"06-2021","170. Town of Boones Mill",0,1,0,0
"06-2021","171. Town of Bowling Green",0,0,0,0
"06-2021","172. Town of Boyce",0,0,0,0
"06-2021","176. Town of Bridgewater",0,0,0,0
"06-2021","177. Town of Broadway",0,0,0,0
"06-2021","179. Town of Brookneal",0,1,0,0
"06-2021","180. Town of Buchanan",0,0,0,0
"06-2021","182. Town of Cape Charles",0,0,0,0
"06-2021","183. Town of Capron",0,0,0,0
"06-2021","184. Town of Cedar Bluff",0,4,0,0
"06-2021","185. Town of Charlotte C.H.",0,2,0,0
"06-2021","187. Town of Chatham",0,0,0,0
"06-2021","188. Town of Cheriton",1,1,0,0
"06-2021","189. Town of Chilhowie",0,3,0,0
"06-2021","190. Town of Chincoteague",0,3,0,0
"06-2021","194. Town of Clifton",0,1,0,0
"06-2021","195. Town of Clinchport",0,1,0,0
"06-2021","196. Town of Clintwood",0,0,0,0
"06-2021","198. Town of Coeburn",0,0,0,0
"06-2021","199. Town of Colonial Beach",0,0,0,0
"06-2021","201. Town of Courtland",0,2,0,0
"06-2021","203. Town of Crewe",0,0,0,0
"06-2021","204. Town of Culpeper",0,25,0,0
"06-2021","205. Town of Damascus",0,1,0,0
"06-2021","210. Town of Dublin",0,0,0,0
"06-2021","211. Town of Duffield",0,2,0,0
"06-2021","212. Town of Dumfries",0,18,0,0
"06-2021","214. Town of Eastville",0,0,0,0
"06-2021","215. Town of Edinburg",0,0,0,0
"06-2021","216. Town of Elkton",0,3,0,0
"06-2021","217. Town of Exmore",0,4,0,0
"06-2021","219. Town of Floyd",0,0,0,0
"06-2021","221. Town of Gate City",0,0,0,0
"06-2021","225. Town of Gordonsville",0,0,0,0
"06-2021","227. Town of Gretna",0,0,0,0
"06-2021","229. Town of Grundy",0,4,0,0
"06-2021","230. Town of Halifax",0,0,0,0
"06-2021","233. Town of Haymarket",0,0,0,0
"06-2021","235. Town of Herndon",0,51,0,1
"06-2021","236. Town of Hillsboro",0,0,0,0
"06-2021","237. Town of Hillsville",0,4,0,0
"06-2021","246. Town of Keller",0,1,0,0
"06-2021","247. Town of Kenbridge",0,0,0,0
"06-2021","249. Town of Kilmarnock",0,0,0,0
"06-2021","251. Town of Lawrenceville",0,0,0,0
"06-2021","252. Town of Lebanon",0,6,0,0
"06-2021","253. Town of Leesburg",0,35,0,0
"06-2021","254. Town of Louisa",0,2,0,0
"06-2021","255. Town of Lovettsville",0,0,0,0
"06-2021","257. Town of McKenney",1,1,0,0
"06-2021","258. Town of Melfa",0,0,0,0
"06-2021","260. Town of Middletown",0,0,0,0
"06-2021","261. Town of Mineral",0,0,0,0
"06-2021","265. Town of Mount Jackson",0,0,0,0
"06-2021","269. Town of New Market",0,6,0,0
"06-2021","272. Town of Occoquan",0,0,0,0
"06-2021","274. Town of Onley",0,0,0,0
"06-2021","275. Town of Orange",0,0,0,0
"06-2021","278. Town of Parksley",0,0,0,0
"06-2021","279. Town of Pearisburg",0,0,0,0
"06-2021","280. Town of Pembroke",0,1,0,0
"06-2021","281. Town of Pennington Gap",0,0,0,0
"06-2021","285. Town of Pound",0,0,0,0
"06-2021","286. Town of Purcellville",0,0,0,0
"06-2021","289. Town of Rich Creek",0,3,0,0
"06-2021","290. Town of Ridgeway",0,2,0,0
"06-2021","292. Town of Rural Retreat",0,1,0,0
"06-2021","294. Town of Saint Paul",0,1,0,0
"06-2021","298. Town of Scottsville",0,3,0,0
"06-2021","300. Town of Smithfield",0,4,0,0
"06-2021","301. Town of South Hill",0,18,0,0
"06-2021","302. Town of Stanardsville",0,0,0,0
"06-2021","304. Town of Stephens City",0,1,0,0
"06-2021","305. Town of Stony Creek",0,0,0,0
"06-2021","306. Town of Strasburg",0,1,0,0
"06-2021","307. Town of Stuart",0,0,0,0
"06-2021","308. Town of Surry",0,0,0,0
"06-2021","310. Town of Tappahannock",0,10,0,0
"06-2021","321. Town of Warsaw",0,0,0,0
"06-2021","323. Town of Waverly",0,0,0,0
"06-2021","324. Town of Weber City",0,7,0,0
"06-2021","325. Town of West Point",0,3,0,0
"06-2021","328. Town of Windsor",0,1,0,0
"06-2021","329. Town of Wise",0,8,0,0
"06-2021","330. Town of Woodstock",0,3,0,0
"06-2022","000. Arlington County",1,57,0,7
"06-2022","001. Accomack County",1,15,0,0
"06-2022","002. Albemarle County",2,178,1,0
"06-2022","003. Alleghany County",0,4,0,0
"06-2022","004. Amelia County",0,8,0,0
"06-2022","005. Amherst County",1,12,1,0
"06-2022","006. Appomattox County",0,4,0,0
"06-2022","007. Augusta County",1,43,0,1
"06-2022","008. Bath County",0,2,0,0
"06-2022","009. Bedford County",2,24,1,0
"06-2022","010. Bland County",0,5,0,0
"06-2022","011. Botetourt County",1,19,0,0
"06-2022","012. Brunswick County",0,13,0,0
"06-2022","013. Buchanan County",2,11,0,0
"06-2022","014. Buckingham County",0,11,0,0
"06-2022","015. Campbell County",0,11,0,0
"06-2022","016. Caroline County",0,16,0,0
"06-2022","017. Carroll County",1,10,0,0
"06-2022","018. Charles City County",0,4,0,0
"06-2022","019. Charlotte County",1,3,1,0
"06-2022","020. Chesterfield County",0,165,0,3
"06-2022","021. Clarke County",2,6,0,0
"06-2022","022. Craig County",0,2,0,0
"06-2022","023. Culpeper County",1,31,1,0
"06-2022","024. Cumberland County",1,23,0,0
"06-2022","025. Dickenson County",0,8,0,0
"06-2022","026. Dinwiddie County",1,31,0,0
"06-2022","028. Essex County",0,3,0,0
"06-2022","029. Fairfax County",4,375,2,9
"06-2022","030. Fauquier County",2,47,0,0
"06-2022","031. Floyd County",0,8,0,0
"06-2022","032. Fluvanna County",0,13,0,0
"06-2022","033. Franklin County",2,41,0,0
"06-2022","034. Frederick County",1,27,0,1
"06-2022","035. Giles County",0,14,0,0
"06-2022","036. Gloucester County",0,21,0,1
"06-2022","037. Goochland County",2,19,0,0
"06-2022","038. Grayson County",2,7,0,0
"06-2022","039. Greene County",0,6,0,0
"06-2022","040. Greensville County",0,7,0,0
"06-2022","041. Halifax County",0,6,0,0
"06-2022","042. Hanover County",0,62,0,0
"06-2022","043. Henrico County",4,196,0,4
"06-2022","044. Henry County",0,21,0,1
"06-2022","045. Highland County",0,2,0,0
"06-2022","046. Isle of Wight County",1,12,0,0
"06-2022","047. James City County",0,49,0,0
"06-2022","048. King George County",0,10,0,0
"06-2022","049. King & Queen County",0,2,0,0
"06-2022","050. King William County",1,9,0,0
"06-2022","051. Lancaster County",0,2,0,0
"06-2022","052. Lee County",0,4,0,0
"06-2022","053. Loudoun County",2,167,0,4
"06-2022","054. Louisa County",2,21,0,0
"06-2022","055. Lunenburg County",0,5,0,0
"06-2022","056. Madison County",0,8,0,0
"06-2022","057. Mathews County",0,2,0,0
"06-2022","058. Mecklenburg County",0,22,0,0
"06-2022","059. Middlesex County",0,4,0,1
"06-2022","060. Montgomery County",0,37,0,1
"06-2022","062. Nelson County",0,12,0,0
"06-2022","063. New Kent County",0,30,0,0
"06-2022","065. Northampton County",1,10,0,0
"06-2022","066. Northumberland County",0,8,0,0
"06-2022","067. Nottoway County",0,5,0,0
"06-2022","068. Orange County",1,25,0,0
"06-2022","069. Page County",2,10,0,0
"06-2022","070. Patrick County",0,11,0,0
"06-2022","071. Pittsylvania County",3,28,1,1
"06-2022","072. Powhatan County",0,9,0,0
"06-2022","073. Prince Edward County",1,3,0,0
"06-2022","074. Prince George County",1,45,0,0
"06-2022","076. Prince William County",4,251,1,3
"06-2022","077. Pulaski County",0,2,0,0
"06-2022","078. Rappahannock County",0,2,0,0
"06-2022","079. Richmond County",0,1,0,0
"06-2022","080. Roanoke County",1,43,1,0
"06-2022","081. Rockbridge County",0,13,0,0
"06-2022","082. Rockingham County",3,27,0,0
"06-2022","083. Russell County",0,8,0,0
"06-2022","084. Scott County",1,5,0,0
"06-2022","085. Shenandoah County",0,17,0,0
"06-2022","086. Smyth County",0,15,0,1
"06-2022","087. Southampton County",1,7,0,0
"06-2022","088. Spotsylvania County",1,64,0,0
"06-2022","089. Stafford County",1,82,0,1
"06-2022","090. Surry County",0,1,0,0
"06-2022","091. Sussex County",1,11,0,0
"06-2022","092. Tazewell County",0,20,0,0
"06-2022","093. Warren County",0,11,0,0
"06-2022","095. Washington County",1,20,0,0
"06-2022","096. Westmoreland County",0,5,0,0
"06-2022","097. Wise County",0,10,0,0
"06-2022","098. Wythe County",1,15,0,0
"06-2022","099. York County",0,23,0,0
"06-2022","100. City of Alexandria",1,49,0,4
"06-2022","101. Town of Big Stone Gap",0,9,0,0
"06-2022","102. City of Bristol",0,24,0,0
"06-2022","103. City of Buena Vista",0,1,0,0
"06-2022","104. City of Charlottesville",0,14,0,0
"06-2022","105. Town of Clifton Forge",0,0,0,0
"06-2022","106. City of Colonial Heights",0,21,0,0
"06-2022","107. City of Covington",0,0,0,0
"06-2022","108. City of Danville",1,37,1,1
"06-2022","109. City of Emporia",0,13,0,1
"06-2022","110. City of Falls Church",0,19,0,0
"06-2022","111. City of Fredericksburg",0,50,0,0
"06-2022","112. Town of Front Royal",0,7,0,0
"06-2022","113. City of Galax",0,1,0,0
"06-2022","114. City of Hampton",3,327,1,2
"06-2022","115. City of Harrisonburg",0,32,0,1
"06-2022","116. City of Hopewell",0,60,0,0
"06-2022","117. City of Lexington",0,1,0,0
"06-2022","118. City of Lynchburg",0,42,0,2
"06-2022","119. Town of Marion",0,3,0,0
"06-2022","120. City of Martinsville",0,5,0,0
"06-2022","121. City of Newport News",3,144,0,6
"06-2022","122. City of Norfolk",3,187,1,3
"06-2022","123. City of Petersburg",0,37,0,0
"06-2022","124. City of Portsmouth",1,54,0,3
"06-2022","125. Town of Pulaski",0,2,0,0
"06-2022","126. City of Radford",0,5,0,1
"06-2022","127. City of Richmond",4,216,2,11
"06-2022","128. City of Roanoke",2,68,1,4
"06-2022","129. City of Salem",0,20,0,1
"06-2022","130. Town of South Boston",0,9,0,0
"06-2022","131. City of Chesapeake",0,117,0,0
"06-2022","132. City of Staunton",0,20,0,1
"06-2022","133. City of Suffolk",1,113,0,2
"06-2022","134. City of Virginia Beach",2,249,0,5
"06-2022","136. City of Waynesboro",0,22,0,0
"06-2022","137. City of Williamsburg",0,3,0,0
"06-2022","138. City of Winchester",0,8,0,1
"06-2022","139. Town of Wytheville",0,7,0,0
"06-2022","140. Town of Abingdon",0,25,0,0
"06-2022","141. Town of Bedford",0,2,0,0
"06-2022","142. Town of Blackstone",0,1,0,1
"06-2022","143. Town of Bluefield",1,5,0,0
"06-2022","144. Town of Farmville",0,6,0,0
"06-2022","145. City of Franklin",0,3,0,0
"06-2022","146. City of Norton",0,4,0,0
"06-2022","147. City of Poquoson",0,1,0,0
"06-2022","148. Town of Richlands",0,4,0,0
"06-2022","149. Town of Vinton",0,4,0,0
"06-2022","150. Town of Blacksburg",0,26,0,0
"06-2022","151. City of Fairfax",0,18,0,1
"06-2022","152. City of Manassas Park",0,9,0,0
"06-2022","153. Town of Vienna",0,4,0,0
"06-2022","154. Town of Christiansburg",0,13,0,0
"06-2022","155. City of Manassas",0,68,0,1
"06-2022","156. Town of Warrenton",0,7,0,0
"06-2022","157. Town of Rocky Mount",0,22,0,0
"06-2022","158. Town of Tazewell",0,2,0,0
"06-2022","159. Town of Luray",0,1,0,0
"06-2022","161. Town of Alberta",0,0,0,0
"06-2022","162. Town of Altavista",0,1,0,0
"06-2022","163. Town of Amherst",0,1,0,0
"06-2022","165. Town of Appomattox",0,0,0,0
"06-2022","166. Town of Ashland",0,6,0,1
"06-2022","168. Town of Berryville",0,2,0,0
"06-2022","170. Town of Boones Mill",0,0,0,0
"06-2022","171. Town of Bowling Green",0,1,0,0
"06-2022","173. Town of Boydton",0,1,0,0
"06-2022","176. Town of Bridgewater",0,0,0,0
"06-2022","177. Town of Broadway",0,0,0,0
"06-2022","179. Town of Brookneal",1,0,0,0
"06-2022","183. Town of Capron",0,0,0,0
"06-2022","185. Town of Charlotte C.H.",0,1,0,0
"06-2022","189. Town of Chilhowie",0,1,0,0
"06-2022","190. Town of Chincoteague",0,3,0,0
"06-2022","192. Town of Clarksville",0,0,0,0
"06-2022","194. Town of Clifton",0,1,0,0
"06-2022","196. Town of Clintwood",0,2,0,0
"06-2022","198. Town of Coeburn",0,2,0,0
"06-2022","199. Town of Colonial Beach",0,5,0,0
"06-2022","203. Town of Crewe",0,1,0,0
"06-2022","204. Town of Culpeper",0,23,0,0
"06-2022","205. Town of Damascus",0,3,0,0
"06-2022","210. Town of Dublin",0,2,0,0
"06-2022","212. Town of Dumfries",0,10,0,0
"06-2022","216. Town of Elkton",0,0,0,0
"06-2022","217. Town of Exmore",0,3,0,0
"06-2022","218. Town of Fincastle",0,2,0,0
"06-2022","219. Town of Floyd",0,0,0,0
"06-2022","225. Town of Gordonsville",0,1,0,0
"06-2022","227. Town of Gretna",0,1,0,0
"06-2022","233. Town of Haymarket",0,0,0,0
"06-2022","234. Town of Haysi",0,1,0,0
"06-2022","235. Town of Herndon",0,38,0,0
"06-2022","237. Town of Hillsville",0,3,0,0
"06-2022","239. Town of Honaker",0,0,0,0
"06-2022","240. Town of Independence",0,0,0,0
"06-2022","242. Town of Irvington",0,0,0,0
"06-2022","243. Town of Ivor",0,4,0,0
"06-2022","244. Town of Jarratt",0,0,0,0
"06-2022","246. Town of Keller",0,1,0,0
"06-2022","247. Town of Kenbridge",0,1,0,0
"06-2022","248. Town of Keysville",0,0,0,0
"06-2022","249. Town of Kilmarnock",0,0,0,0
"06-2022","250. Town of LaCrosse",0,0,0,0
"06-2022","251. Town of Lawrenceville",0,2,0,0
"06-2022","252. Town of Lebanon",0,2,0,0
"06-2022","253. Town of Leesburg",0,25,0,1
"06-2022","254. Town of Louisa",0,0,0,0
"06-2022","257. Town of McKenney",0,2,0,0
"06-2022","261. Town of Mineral",0,0,0,0
"06-2022","265. Town of Mount Jackson",0,0,0,0
"06-2022","266. Town of Narrows",0,3,0,0
"06-2022","267. Town of Nassawadox",0,0,0,0
"06-2022","269. Town of New Market",0,0,0,0
"06-2022","272. Town of Occoquan",0,0,0,0
